/* DATA DESCRIPTION:
Citation:	Arndt, Hartmut; Augustin, Nico; Wölfl, Anne-Cathrin (2017): Raw multibeam EM122 data: transits of METEOR cruise M139 (Tropical Atlantic). PANGAEA, https://doi.org/10.1594/PANGAEA.881298
Project(s):	Optimising and Enhancing the Integrated Atlantic Ocean Observing Systems (AtlantOS) (URI: https://www.atlantos-h2020.eu)
Coverage:	MEDIAN LATITUDE: 17.763254 * MEDIAN LONGITUDE: -43.699299 * SOUTH-BOUND LATITUDE: 10.339430 * WEST-BOUND LONGITUDE: -59.456880 * NORTH-BOUND LATITUDE: 23.757530 * EAST-BOUND LONGITUDE: -29.668110
	DATE/TIME START: 2017-07-17T15:10:28 * DATE/TIME END: 2017-08-05T19:19:40
Event(s):	M139-track * LATITUDE START: 9.350000 * LONGITUDE START: -79.920000 * LATITUDE END: 16.900000 * LONGITUDE END: -25.000000 * DATE/TIME START: 2017-07-09T00:00:00 * DATE/TIME END: 2017-08-07T00:00:00 * CAMPAIGN: M139 * BASIS: Meteor (1986) (URI: https://de.wikipedia.org/wiki/Meteor_(Schiff,_1986)) * DEVICE: Underway cruise track measurements (CT)
Comment:	Latitude/Longitude extracted from DSHIP.
	Data acquisition was performed using a multibeam sonar system Simrad EM-122 from Kongsberg. Raw data are delivered within Simrad current multibeam vendor format.
	SIMRAD raw data can be processed i.e. with the software packages CARIS HIPS/SIPS, Caraibes, QPS Qimera or with the open source software package MB-System (http://www.ldeo.columbia.edu/res/pi/MB-System/).
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Wölfl, Anne-Cathrin (awoelfl@geomar.de)
	LATITUDE (Latitude) * GEOCODE * PI: Wölfl, Anne-Cathrin (awoelfl@geomar.de)
	LONGITUDE (Longitude) * GEOCODE * PI: Wölfl, Anne-Cathrin (awoelfl@geomar.de)
	File name (File name) * PI: Wölfl, Anne-Cathrin (awoelfl@geomar.de)
	File format (File format) * PI: Wölfl, Anne-Cathrin (awoelfl@geomar.de)
	File size [kByte] (File size) * PI: Wölfl, Anne-Cathrin (awoelfl@geomar.de)
	Uniform resource locator/link to raw data file (URL raw) * PI: Wölfl, Anne-Cathrin (awoelfl@geomar.de) * METHOD: Swath-mapping system Simrad EM122 (Kongsberg Maritime AS)
License:	Creative Commons Attribution-NonCommercial 3.0 Unported (CC-BY-NC)
Size:	2608 data points
*/
Date/Time	Latitude	Longitude	File name	File format	File size [kByte]	URL raw
2017-07-17T22:42	20.53661	-58.38242	0017_20170717_224221_Meteor	ALL	20232	http://hs.pangaea.de/bathy/m139/EM122/0017_20170717_224221_Meteor.all
2017-07-17T23:12	20.55773	-58.31150	0018_20170717_231224_Meteor	ALL	19846	http://hs.pangaea.de/bathy/m139/EM122/0018_20170717_231224_Meteor.all
2017-07-17T23:42	20.57799	-58.24315	0019_20170717_234225_Meteor	ALL	19756	http://hs.pangaea.de/bathy/m139/EM122/0019_20170717_234225_Meteor.all
2017-07-18T00:12	20.59844	-58.17433	0020_20170718_001215_Meteor	ALL	20085	http://hs.pangaea.de/bathy/m139/EM122/0020_20170718_001215_Meteor.all
2017-07-18T00:42	20.61887	-58.10559	0021_20170718_004212_Meteor	ALL	19912	http://hs.pangaea.de/bathy/m139/EM122/0021_20170718_004212_Meteor.all
2017-07-18T01:12	20.63883	-58.03823	0022_20170718_011212_Meteor	ALL	20172	http://hs.pangaea.de/bathy/m139/EM122/0022_20170718_011212_Meteor.all
2017-07-18T01:42	20.65869	-57.97150	0023_20170718_014215_Meteor	ALL	20132	http://hs.pangaea.de/bathy/m139/EM122/0023_20170718_014215_Meteor.all
2017-07-18T02:12	20.67915	-57.90254	0024_20170718_021214_Meteor	ALL	20136	http://hs.pangaea.de/bathy/m139/EM122/0024_20170718_021214_Meteor.all
2017-07-18T02:42	20.69945	-57.83424	0025_20170718_024211_Meteor	ALL	20170	http://hs.pangaea.de/bathy/m139/EM122/0025_20170718_024211_Meteor.all
2017-07-18T03:12	20.71949	-57.76676	0026_20170718_031223_Meteor	ALL	19937	http://hs.pangaea.de/bathy/m139/EM122/0026_20170718_031223_Meteor.all
2017-07-18T03:42	20.73917	-57.70050	0027_20170718_034212_Meteor	ALL	20119	http://hs.pangaea.de/bathy/m139/EM122/0027_20170718_034212_Meteor.all
2017-07-18T04:12	20.75904	-57.63357	0028_20170718_041210_Meteor	ALL	19972	http://hs.pangaea.de/bathy/m139/EM122/0028_20170718_041210_Meteor.all
2017-07-18T04:42	20.77857	-57.56773	0029_20170718_044210_Meteor	ALL	20051	http://hs.pangaea.de/bathy/m139/EM122/0029_20170718_044210_Meteor.all
2017-07-18T05:12	20.79692	-57.50583	0030_20170718_051221_Meteor	ALL	19942	http://hs.pangaea.de/bathy/m139/EM122/0030_20170718_051221_Meteor.all
2017-07-18T05:42	20.81556	-57.44313	0031_20170718_054215_Meteor	ALL	19865	http://hs.pangaea.de/bathy/m139/EM122/0031_20170718_054215_Meteor.all
2017-07-18T06:12	20.83370	-57.38200	0032_20170718_061222_Meteor	ALL	19692	http://hs.pangaea.de/bathy/m139/EM122/0032_20170718_061222_Meteor.all
2017-07-18T06:42	20.85227	-57.31919	0033_20170718_064215_Meteor	ALL	19936	http://hs.pangaea.de/bathy/m139/EM122/0033_20170718_064215_Meteor.all
2017-07-18T07:12	20.87038	-57.25820	0034_20170718_071215_Meteor	ALL	20113	http://hs.pangaea.de/bathy/m139/EM122/0034_20170718_071215_Meteor.all
2017-07-18T07:42	20.88871	-57.19646	0035_20170718_074211_Meteor	ALL	20337	http://hs.pangaea.de/bathy/m139/EM122/0035_20170718_074211_Meteor.all
2017-07-18T08:12	20.90751	-57.13305	0036_20170718_081221_Meteor	ALL	20158	http://hs.pangaea.de/bathy/m139/EM122/0036_20170718_081221_Meteor.all
2017-07-18T08:42	20.92729	-57.06640	0037_20170718_084214_Meteor	ALL	20030	http://hs.pangaea.de/bathy/m139/EM122/0037_20170718_084214_Meteor.all
2017-07-18T09:12	20.94739	-56.99853	0038_20170718_091212_Meteor	ALL	19947	http://hs.pangaea.de/bathy/m139/EM122/0038_20170718_091212_Meteor.all
2017-07-18T09:42	20.96756	-56.93055	0039_20170718_094212_Meteor	ALL	19717	http://hs.pangaea.de/bathy/m139/EM122/0039_20170718_094212_Meteor.all
2017-07-18T10:12	20.98793	-56.86165	0040_20170718_101214_Meteor	ALL	19918	http://hs.pangaea.de/bathy/m139/EM122/0040_20170718_101214_Meteor.all
2017-07-18T10:42	21.00817	-56.79336	0041_20170718_104222_Meteor	ALL	19822	http://hs.pangaea.de/bathy/m139/EM122/0041_20170718_104222_Meteor.all
2017-07-18T11:12	21.02840	-56.72517	0042_20170718_111214_Meteor	ALL	19913	http://hs.pangaea.de/bathy/m139/EM122/0042_20170718_111214_Meteor.all
2017-07-18T11:42	21.04875	-56.65640	0043_20170718_114221_Meteor	ALL	19765	http://hs.pangaea.de/bathy/m139/EM122/0043_20170718_114221_Meteor.all
2017-07-18T12:12	21.06960	-56.58601	0044_20170718_121213_Meteor	ALL	19982	http://hs.pangaea.de/bathy/m139/EM122/0044_20170718_121213_Meteor.all
2017-07-18T12:42	21.08983	-56.51786	0045_20170718_124212_Meteor	ALL	19777	http://hs.pangaea.de/bathy/m139/EM122/0045_20170718_124212_Meteor.all
2017-07-18T13:12	21.10910	-56.45273	0046_20170718_131211_Meteor	ALL	20008	http://hs.pangaea.de/bathy/m139/EM122/0046_20170718_131211_Meteor.all
2017-07-18T13:42	21.12914	-56.38497	0047_20170718_134218_Meteor	ALL	19953	http://hs.pangaea.de/bathy/m139/EM122/0047_20170718_134218_Meteor.all
2017-07-18T14:12	21.14947	-56.31640	0048_20170718_141222_Meteor	ALL	19932	http://hs.pangaea.de/bathy/m139/EM122/0048_20170718_141222_Meteor.all
2017-07-18T14:42	21.17028	-56.24608	0049_20170718_144225_Meteor	ALL	20269	http://hs.pangaea.de/bathy/m139/EM122/0049_20170718_144225_Meteor.all
2017-07-18T15:12	21.19088	-56.17644	0050_20170718_151222_Meteor	ALL	20076	http://hs.pangaea.de/bathy/m139/EM122/0050_20170718_151222_Meteor.all
2017-07-18T15:42	21.21191	-56.10549	0051_20170718_154214_Meteor	ALL	20114	http://hs.pangaea.de/bathy/m139/EM122/0051_20170718_154214_Meteor.all
2017-07-18T16:12	21.23282	-56.03463	0052_20170718_161211_Meteor	ALL	20112	http://hs.pangaea.de/bathy/m139/EM122/0052_20170718_161211_Meteor.all
2017-07-18T16:42	21.25280	-55.96713	0053_20170718_164219_Meteor	ALL	19911	http://hs.pangaea.de/bathy/m139/EM122/0053_20170718_164219_Meteor.all
2017-07-18T17:12	21.27416	-55.89496	0054_20170718_171211_Meteor	ALL	20192	http://hs.pangaea.de/bathy/m139/EM122/0054_20170718_171211_Meteor.all
2017-07-18T17:42	21.29522	-55.82387	0055_20170718_174219_Meteor	ALL	19762	http://hs.pangaea.de/bathy/m139/EM122/0055_20170718_174219_Meteor.all
2017-07-18T18:12	21.31565	-55.75457	0056_20170718_181211_Meteor	ALL	20008	http://hs.pangaea.de/bathy/m139/EM122/0056_20170718_181211_Meteor.all
2017-07-18T18:42	21.33592	-55.68608	0057_20170718_184219_Meteor	ALL	19924	http://hs.pangaea.de/bathy/m139/EM122/0057_20170718_184219_Meteor.all
2017-07-18T19:12	21.35588	-55.61860	0058_20170718_191222_Meteor	ALL	19999	http://hs.pangaea.de/bathy/m139/EM122/0058_20170718_191222_Meteor.all
2017-07-18T19:42	21.37585	-55.55115	0059_20170718_194214_Meteor	ALL	19463	http://hs.pangaea.de/bathy/m139/EM122/0059_20170718_194214_Meteor.all
2017-07-18T20:12	21.39567	-55.48394	0060_20170718_201214_Meteor	ALL	19964	http://hs.pangaea.de/bathy/m139/EM122/0060_20170718_201214_Meteor.all
2017-07-18T20:42	21.41614	-55.41470	0061_20170718_204226_Meteor	ALL	19644	http://hs.pangaea.de/bathy/m139/EM122/0061_20170718_204226_Meteor.all
2017-07-18T21:12	21.43588	-55.34792	0062_20170718_211219_Meteor	ALL	19849	http://hs.pangaea.de/bathy/m139/EM122/0062_20170718_211219_Meteor.all
2017-07-18T21:42	21.45607	-55.27943	0063_20170718_214216_Meteor	ALL	19858	http://hs.pangaea.de/bathy/m139/EM122/0063_20170718_214216_Meteor.all
2017-07-18T22:12	21.47659	-55.21002	0064_20170718_221211_Meteor	ALL	19769	http://hs.pangaea.de/bathy/m139/EM122/0064_20170718_221211_Meteor.all
2017-07-18T22:42	21.49747	-55.14130	0065_20170718_224214_Meteor	ALL	19615	http://hs.pangaea.de/bathy/m139/EM122/0065_20170718_224214_Meteor.all
2017-07-18T23:12	21.51676	-55.07393	0066_20170718_231225_Meteor	ALL	19471	http://hs.pangaea.de/bathy/m139/EM122/0066_20170718_231225_Meteor.all
2017-07-18T23:42	21.53636	-55.00772	0067_20170718_234221_Meteor	ALL	19497	http://hs.pangaea.de/bathy/m139/EM122/0067_20170718_234221_Meteor.all
2017-07-19T00:12	21.55611	-54.94069	0068_20170719_001220_Meteor	ALL	19411	http://hs.pangaea.de/bathy/m139/EM122/0068_20170719_001220_Meteor.all
2017-07-19T00:42	21.57546	-54.87510	0069_20170719_004221_Meteor	ALL	19790	http://hs.pangaea.de/bathy/m139/EM122/0069_20170719_004221_Meteor.all
2017-07-19T01:12	21.59476	-54.80971	0070_20170719_011213_Meteor	ALL	20308	http://hs.pangaea.de/bathy/m139/EM122/0070_20170719_011213_Meteor.all
2017-07-19T01:42	21.61335	-54.74669	0071_20170719_014227_Meteor	ALL	19498	http://hs.pangaea.de/bathy/m139/EM122/0071_20170719_014227_Meteor.all
2017-07-19T02:12	21.63279	-54.68089	0072_20170719_021214_Meteor	ALL	19194	http://hs.pangaea.de/bathy/m139/EM122/0072_20170719_021214_Meteor.all
2017-07-19T02:42	21.65189	-54.61614	0073_20170719_024216_Meteor	ALL	19339	http://hs.pangaea.de/bathy/m139/EM122/0073_20170719_024216_Meteor.all
2017-07-19T03:12	21.67110	-54.55087	0074_20170719_031212_Meteor	ALL	19338	http://hs.pangaea.de/bathy/m139/EM122/0074_20170719_031212_Meteor.all
2017-07-19T03:42	21.69068	-54.48460	0075_20170719_034217_Meteor	ALL	19374	http://hs.pangaea.de/bathy/m139/EM122/0075_20170719_034217_Meteor.all
2017-07-19T04:12	21.71007	-54.41875	0076_20170719_041224_Meteor	ALL	18863	http://hs.pangaea.de/bathy/m139/EM122/0076_20170719_041224_Meteor.all
2017-07-19T04:42	21.72901	-54.35479	0077_20170719_044213_Meteor	ALL	19063	http://hs.pangaea.de/bathy/m139/EM122/0077_20170719_044213_Meteor.all
2017-07-19T05:12	21.74836	-54.28899	0078_20170719_051217_Meteor	ALL	19089	http://hs.pangaea.de/bathy/m139/EM122/0078_20170719_051217_Meteor.all
2017-07-19T05:42	21.76769	-54.22345	0079_20170719_054218_Meteor	ALL	18879	http://hs.pangaea.de/bathy/m139/EM122/0079_20170719_054218_Meteor.all
2017-07-19T06:12	21.78719	-54.15731	0080_20170719_061212_Meteor	ALL	19686	http://hs.pangaea.de/bathy/m139/EM122/0080_20170719_061212_Meteor.all
2017-07-19T06:42	21.80682	-54.09067	0081_20170719_064214_Meteor	ALL	19351	http://hs.pangaea.de/bathy/m139/EM122/0081_20170719_064214_Meteor.all
2017-07-19T07:12	21.82689	-54.02241	0082_20170719_071224_Meteor	ALL	19453	http://hs.pangaea.de/bathy/m139/EM122/0082_20170719_071224_Meteor.all
2017-07-19T07:42	21.84696	-53.95445	0083_20170719_074216_Meteor	ALL	19335	http://hs.pangaea.de/bathy/m139/EM122/0083_20170719_074216_Meteor.all
2017-07-19T08:12	21.86722	-53.88560	0084_20170719_081229_Meteor	ALL	19083	http://hs.pangaea.de/bathy/m139/EM122/0084_20170719_081229_Meteor.all
2017-07-19T08:42	21.88792	-53.81533	0085_20170719_084215_Meteor	ALL	19549	http://hs.pangaea.de/bathy/m139/EM122/0085_20170719_084215_Meteor.all
2017-07-19T09:12	21.90816	-53.74662	0086_20170719_091216_Meteor	ALL	19716	http://hs.pangaea.de/bathy/m139/EM122/0086_20170719_091216_Meteor.all
2017-07-19T09:42	21.92817	-53.67862	0087_20170719_094223_Meteor	ALL	19626	http://hs.pangaea.de/bathy/m139/EM122/0087_20170719_094223_Meteor.all
2017-07-19T10:12	21.94832	-53.61013	0088_20170719_101217_Meteor	ALL	19252	http://hs.pangaea.de/bathy/m139/EM122/0088_20170719_101217_Meteor.all
2017-07-19T10:42	21.96849	-53.54156	0089_20170719_104217_Meteor	ALL	19023	http://hs.pangaea.de/bathy/m139/EM122/0089_20170719_104217_Meteor.all
2017-07-19T11:12	21.98846	-53.47389	0090_20170719_111227_Meteor	ALL	18882	http://hs.pangaea.de/bathy/m139/EM122/0090_20170719_111227_Meteor.all
2017-07-19T11:42	22.00774	-53.40845	0091_20170719_114224_Meteor	ALL	18935	http://hs.pangaea.de/bathy/m139/EM122/0091_20170719_114224_Meteor.all
2017-07-19T12:12	22.02741	-53.34138	0092_20170719_121229_Meteor	ALL	19038	http://hs.pangaea.de/bathy/m139/EM122/0092_20170719_121229_Meteor.all
2017-07-19T12:42	22.04742	-53.27353	0093_20170719_124222_Meteor	ALL	14360	http://hs.pangaea.de/bathy/m139/EM122/0093_20170719_124222_Meteor.all
2017-07-19T13:05	22.06346	-53.21880	0094_20170719_130518_Meteor	ALL	19124	http://hs.pangaea.de/bathy/m139/EM122/0094_20170719_130518_Meteor.all
2017-07-19T13:35	22.08442	-53.14775	0095_20170719_133517_Meteor	ALL	19202	http://hs.pangaea.de/bathy/m139/EM122/0095_20170719_133517_Meteor.all
2017-07-19T14:05	22.10497	-53.07774	0096_20170719_140513_Meteor	ALL	19311	http://hs.pangaea.de/bathy/m139/EM122/0096_20170719_140513_Meteor.all
2017-07-19T14:35	22.12464	-53.01075	0097_20170719_143517_Meteor	ALL	14683	http://hs.pangaea.de/bathy/m139/EM122/0097_20170719_143517_Meteor.all
2017-07-19T14:58	22.14003	-52.95856	0098_20170719_145805_Meteor	ALL	18894	http://hs.pangaea.de/bathy/m139/EM122/0098_20170719_145805_Meteor.all
2017-07-19T15:27	22.15989	-52.89102	0099_20170719_152744_Meteor	ALL	19396	http://hs.pangaea.de/bathy/m139/EM122/0099_20170719_152744_Meteor.all
2017-07-19T15:57	22.18039	-52.82105	0100_20170719_155755_Meteor	ALL	19675	http://hs.pangaea.de/bathy/m139/EM122/0100_20170719_155755_Meteor.all
2017-07-19T16:27	22.20053	-52.75263	0101_20170719_162752_Meteor	ALL	19590	http://hs.pangaea.de/bathy/m139/EM122/0101_20170719_162752_Meteor.all
2017-07-19T16:57	22.22068	-52.68432	0102_20170719_165746_Meteor	ALL	19717	http://hs.pangaea.de/bathy/m139/EM122/0102_20170719_165746_Meteor.all
2017-07-19T17:27	22.24068	-52.61597	0103_20170719_172743_Meteor	ALL	19666	http://hs.pangaea.de/bathy/m139/EM122/0103_20170719_172743_Meteor.all
2017-07-19T17:57	22.26062	-52.54806	0104_20170719_175747_Meteor	ALL	20475	http://hs.pangaea.de/bathy/m139/EM122/0104_20170719_175747_Meteor.all
2017-07-19T18:27	22.28016	-52.48162	0105_20170719_182758_Meteor	ALL	18917	http://hs.pangaea.de/bathy/m139/EM122/0105_20170719_182758_Meteor.all
2017-07-19T18:57	22.29952	-52.41565	0106_20170719_185742_Meteor	ALL	19312	http://hs.pangaea.de/bathy/m139/EM122/0106_20170719_185742_Meteor.all
2017-07-19T19:27	22.31926	-52.34850	0107_20170719_192747_Meteor	ALL	19360	http://hs.pangaea.de/bathy/m139/EM122/0107_20170719_192747_Meteor.all
2017-07-19T19:57	22.33893	-52.28143	0108_20170719_195751_Meteor	ALL	20062	http://hs.pangaea.de/bathy/m139/EM122/0108_20170719_195751_Meteor.all
2017-07-19T20:27	22.35848	-52.21494	0109_20170719_202751_Meteor	ALL	19850	http://hs.pangaea.de/bathy/m139/EM122/0109_20170719_202751_Meteor.all
2017-07-19T20:57	22.37792	-52.14858	0110_20170719_205754_Meteor	ALL	19071	http://hs.pangaea.de/bathy/m139/EM122/0110_20170719_205754_Meteor.all
2017-07-19T21:27	22.39711	-52.08323	0111_20170719_212751_Meteor	ALL	19599	http://hs.pangaea.de/bathy/m139/EM122/0111_20170719_212751_Meteor.all
2017-07-19T21:57	22.41704	-52.01539	0112_20170719_215757_Meteor	ALL	19767	http://hs.pangaea.de/bathy/m139/EM122/0112_20170719_215757_Meteor.all
2017-07-19T22:27	22.43667	-51.94847	0113_20170719_222757_Meteor	ALL	19974	http://hs.pangaea.de/bathy/m139/EM122/0113_20170719_222757_Meteor.all
2017-07-19T22:57	22.45670	-51.88008	0114_20170719_225743_Meteor	ALL	20338	http://hs.pangaea.de/bathy/m139/EM122/0114_20170719_225743_Meteor.all
2017-07-19T23:27	22.47717	-51.81026	0115_20170719_232757_Meteor	ALL	20208	http://hs.pangaea.de/bathy/m139/EM122/0115_20170719_232757_Meteor.all
2017-07-19T23:57	22.49780	-51.73983	0116_20170719_235756_Meteor	ALL	19747	http://hs.pangaea.de/bathy/m139/EM122/0116_20170719_235756_Meteor.all
2017-07-20T00:27	22.51839	-51.66959	0117_20170720_002751_Meteor	ALL	20189	http://hs.pangaea.de/bathy/m139/EM122/0117_20170720_002751_Meteor.all
2017-07-20T00:57	22.53898	-51.59934	0118_20170720_005755_Meteor	ALL	20165	http://hs.pangaea.de/bathy/m139/EM122/0118_20170720_005755_Meteor.all
2017-07-20T01:27	22.56013	-51.52724	0119_20170720_012754_Meteor	ALL	19726	http://hs.pangaea.de/bathy/m139/EM122/0119_20170720_012754_Meteor.all
2017-07-20T01:57	22.58111	-51.45579	0120_20170720_015751_Meteor	ALL	19409	http://hs.pangaea.de/bathy/m139/EM122/0120_20170720_015751_Meteor.all
2017-07-20T02:27	22.60160	-51.38562	0121_20170720_022752_Meteor	ALL	19752	http://hs.pangaea.de/bathy/m139/EM122/0121_20170720_022752_Meteor.all
2017-07-20T02:57	22.62263	-51.31407	0122_20170720_025754_Meteor	ALL	19418	http://hs.pangaea.de/bathy/m139/EM122/0122_20170720_025754_Meteor.all
2017-07-20T03:27	22.64379	-51.24168	0123_20170720_032749_Meteor	ALL	19699	http://hs.pangaea.de/bathy/m139/EM122/0123_20170720_032749_Meteor.all
2017-07-20T03:57	22.66493	-51.16962	0124_20170720_035757_Meteor	ALL	19333	http://hs.pangaea.de/bathy/m139/EM122/0124_20170720_035757_Meteor.all
2017-07-20T04:27	22.68628	-51.09661	0125_20170720_042746_Meteor	ALL	19751	http://hs.pangaea.de/bathy/m139/EM122/0125_20170720_042746_Meteor.all
2017-07-20T04:57	22.70790	-51.02282	0126_20170720_045749_Meteor	ALL	20306	http://hs.pangaea.de/bathy/m139/EM122/0126_20170720_045749_Meteor.all
2017-07-20T05:27	22.72936	-50.94954	0127_20170720_052747_Meteor	ALL	20683	http://hs.pangaea.de/bathy/m139/EM122/0127_20170720_052747_Meteor.all
2017-07-20T05:57	22.75107	-50.87529	0128_20170720_055748_Meteor	ALL	20796	http://hs.pangaea.de/bathy/m139/EM122/0128_20170720_055748_Meteor.all
2017-07-20T06:27	22.77297	-50.80045	0129_20170720_062745_Meteor	ALL	20455	http://hs.pangaea.de/bathy/m139/EM122/0129_20170720_062745_Meteor.all
2017-07-20T06:57	22.79437	-50.72729	0130_20170720_065758_Meteor	ALL	19757	http://hs.pangaea.de/bathy/m139/EM122/0130_20170720_065758_Meteor.all
2017-07-20T07:27	22.81645	-50.65186	0131_20170720_072746_Meteor	ALL	20201	http://hs.pangaea.de/bathy/m139/EM122/0131_20170720_072746_Meteor.all
2017-07-20T07:57	22.83849	-50.57653	0132_20170720_075751_Meteor	ALL	20315	http://hs.pangaea.de/bathy/m139/EM122/0132_20170720_075751_Meteor.all
2017-07-20T08:27	22.86072	-50.50049	0133_20170720_082750_Meteor	ALL	20282	http://hs.pangaea.de/bathy/m139/EM122/0133_20170720_082750_Meteor.all
2017-07-20T08:57	22.88306	-50.42402	0134_20170720_085745_Meteor	ALL	20023	http://hs.pangaea.de/bathy/m139/EM122/0134_20170720_085745_Meteor.all
2017-07-20T09:27	22.90566	-50.34690	0135_20170720_092758_Meteor	ALL	19829	http://hs.pangaea.de/bathy/m139/EM122/0135_20170720_092758_Meteor.all
2017-07-20T09:57	22.92816	-50.26981	0136_20170720_095749_Meteor	ALL	19930	http://hs.pangaea.de/bathy/m139/EM122/0136_20170720_095749_Meteor.all
2017-07-20T10:27	22.95073	-50.19267	0137_20170720_102753_Meteor	ALL	19736	http://hs.pangaea.de/bathy/m139/EM122/0137_20170720_102753_Meteor.all
